0, 1000000
1, 15938451
2, 9563071
3, 6375380
4, 200683
5, 120410
6, 80273
7, 253975
8, 152385
9, 101590
10, 93366
11, 56019
12, 37346
13, 88815
14, 53289
15, 35526
16, 36402
17, 21841
18, 14561
19, 46500
20, 27900
21, 18600
22, 18362
23, 11017
24, 7345
25, 606497
26, 363898
27, 242599
28, 111381
29, 66828
30, 44552
37, 114979
38, 68987
39, 45991
43, 140122
44, 84073
45, 56049
64, 27056
65, 16233
66, 10822
124, 33948
125, 20369
126, 13579
558, 1158
559, 695
560, 463
600, 4243
601, 2546
602, 1697
1392, 9239
1393, 5543
1394, 3696
1398, 121975
1399, 73185
1400, 48790
1401, 2286
1402, 1371
1403, 914
1453, 266319
1454, 159791
1455, 106527
1456, 48207
1457, 28924
1458, 19283
1507, 3697787
1508, 2218672
1509, 1479115
1510, 1282520
1511, 769512
1512, 513008
1661, 6083
1662, 3650
1663, 2433
1685, 336
1686, 202
1687, 134
1697, 10180
1698, 6108
1699, 4072
1703, 1904
1704, 1142
1705, 762
1709, 2534
1710, 1520
1711, 1014
1712, 1103
1713, 662
1714, 441
1718, 16642423
1719, 9985454
1720, 6656969
1721, 6719564
1722, 4031738
1723, 2687826
1724, 3953690
1725, 2372214
1726, 1581476
1733, 268307
1734, 160984
1735, 107323
1741, 27566
1742, 16540
1743, 11026
1753, 52678
1754, 31607
1755, 21071
1756, 7086
1757, 4251
1758, 2834
1765, 19919
1766, 11951
1767, 7967
1768, 5272
1769, 3163
1770, 2109
1783, 132242
1784, 79345
1785, 52897
1786, 32795
1787, 19677
1788, 13118
1795, 0
1796, 0
1797, 0
1798, 3245
1799, 1947
1800, 1298
1810, 1120591
1811, 672354
1812, 448236
1813, 191126
1814, 114676
1815, 76450
1816, 55233
1817, 33140
1818, 22093
1819, 26703
1820, 16022
1821, 10681
1834, 4271
1835, 2562
1836, 1708
1846, 2196
1847, 1317
1848, 878
1849, 5744
1850, 3446
1851, 2297
1873, 164050
1874, 98430
1875, 65620
1876, 418204
1877, 250922
1878, 167282
1897, 24262
1898, 14557
1899, 9705
1911, 647715
1912, 388629
1913, 259086
1915, 249836
1916, 149902
1917, 99934
1918, 68461
1919, 41076
1920, 27384
1924, 85602
1925, 51361
1926, 34241
1939, 14160
1940, 8496
1941, 5664
1942, 118517
1943, 71110
1944, 47407
1945, 242278
1946, 145367
1947, 96911
1966, 3562
1967, 2137
1968, 1425
1972, 1584
1973, 950
1974, 633
1975, 822
1976, 493
1977, 329
1979, 2058
1980, 1235
1981, 823
1983, 13888
1984, 8333
1985, 5555
1986, 93677
1987, 56206
1988, 37471
1992, 8124
1993, 4874
1994, 3249
2027, 89631
2028, 53779
2029, 35852
2043, 17065
2044, 10239
2045, 6826
2046, 87570
2047, 52542
2048, 35028
2052, 906629
2053, 543977
2054, 362652
2061, 197878
2062, 118727
2063, 79151
2082, 61775
2083, 37065
2084, 24710
2085, 14321
2086, 8592
2087, 5728
2100, 195614
2101, 117368
2102, 78246
2103, 23721
2104, 14232
2105, 9488
2106, 26147
2107, 15688
2108, 10459
2110, 10623
2111, 6374
2112, 4249
2113, 1166
2114, 699
2115, 466
2122, 103258
2123, 61955
2124, 41303
2273, 6132
2274, 3679
2275, 2453
2284, 72916
2285, 43750
2286, 29166
2554, 4478
2555, 2687
2556, 1791
