0, 1000000
1, 15337112
2, 9202267
3, 6134845
4, 475243
5, 285146
6, 190097
7, 197184
8, 118310
9, 78873
10, 96901
11, 58141
12, 38760
13, 427681
14, 256609
15, 171072
16, 210850
17, 126510
18, 84340
19, 100862
20, 60517
21, 40345
22, 62410
23, 37446
24, 24964
25, 455772
26, 273463
27, 182309
28, 184177
29, 110506
30, 73671
37, 127403
38, 76442
39, 50961
43, 87757
44, 52654
45, 35103
64, 26360
65, 15816
66, 10544
124, 28307
125, 16984
126, 11323
558, 2553
559, 1532
560, 1021
600, 5422
601, 3253
602, 2169
1392, 16641
1393, 9985
1394, 6656
1398, 31933
1399, 19160
1400, 12773
1401, 4154
1402, 2492
1403, 1661
1453, 387993
1454, 232796
1455, 155197
1456, 106324
1457, 63794
1458, 42530
1507, 2174360
1508, 1304616
1509, 869744
1510, 833321
1511, 499993
1512, 333328
1661, 10894
1662, 6536
1663, 4358
1685, 145
1686, 87
1687, 58
1697, 6496
1698, 3897
1699, 2598
1703, 1241
1704, 744
1705, 496
1709, 4138
1710, 2483
1711, 1655
1712, 2051
1713, 1231
1714, 820
1718, 10991082
1719, 6594649
1720, 4396433
1721, 4030079
1722, 2418047
1723, 1612032
1724, 2608975
1725, 1565385
1726, 1043590
1733, 70243
1734, 42146
1735, 28097
1741, 51163
1742, 30698
1743, 20465
1753, 102958
1754, 61775
1755, 41183
1756, 23264
1757, 13958
1758, 9305
1765, 74570
1766, 44742
1767, 29828
1768, 55813
1769, 33488
1770, 22325
1783, 51722
1784, 31033
1785, 20689
1786, 8874
1787, 5324
1788, 3550
1795, 0
1796, 0
1797, 0
1798, 4571
1799, 2742
1800, 1828
1810, 885012
1811, 531007
1812, 354005
1813, 294724
1814, 176834
1815, 117889
1816, 94884
1817, 56930
1818, 37954
1819, 71255
1820, 42753
1821, 28502
1834, 57782
1835, 34669
1836, 23113
1846, 2145
1847, 1287
1848, 858
1849, 4147
1850, 2488
1851, 1659
1873, 544533
1874, 326720
1875, 217813
1876, 1088487
1877, 653092
1878, 435395
1897, 18771
1898, 11263
1899, 7508
1911, 2755163
1912, 1653098
1913, 1102065
1915, 878351
1916, 527010
1917, 351340
1918, 506366
1919, 303820
1920, 202546
1924, 26666
1925, 16000
1926, 10666
1939, 4280
1940, 2568
1941, 1712
1942, 1058903
1943, 635342
1944, 423561
1972, 3267
1973, 1960
1974, 1307
1975, 1527
1976, 916
1977, 611
1983, 100992
1984, 60595
1985, 40397
1986, 389688
1987, 233813
1988, 155875
1992, 162373
1993, 97424
1994, 64949
2046, 827658
2047, 496595
2048, 331063
2052, 244043
2053, 146426
2054, 97617
