0, 1000000
1, 15392651
2, 9235591
3, 6157060
4, 201227
5, 120736
6, 80491
7, 222307
8, 133384
9, 88923
10, 81724
11, 49034
12, 32690
13, 118678
14, 71207
15, 47471
16, 31863
17, 19118
18, 12745
19, 46098
20, 27659
21, 18439
22, 26193
23, 15716
24, 10477
25, 530873
26, 318524
27, 212349
28, 132039
29, 79223
30, 52815
37, 142936
38, 85761
39, 57174
43, 270319
44, 162191
45, 108128
64, 23422
65, 14053
66, 9369
124, 36926
125, 22156
126, 14770
558, 1294
559, 776
560, 518
600, 9457
601, 5674
602, 3783
1392, 8087
1393, 4852
1394, 3235
1398, 106766
1399, 64059
1400, 42706
1401, 2001
1402, 1200
1403, 800
1453, 210606
1454, 126364
1455, 84242
1456, 47355
1457, 28413
1458, 18942
1507, 3957019
1508, 2374211
1509, 1582808
1510, 1218137
1511, 730882
1512, 487255
1661, 5156
1662, 3094
1663, 2062
1685, 294
1686, 176
1687, 118
1697, 11896
1698, 7138
1699, 4758
1703, 2778
1704, 1667
1705, 1111
1709, 2382
1710, 1429
1711, 953
1712, 1542
1713, 925
1714, 617
1718, 16167138
1719, 9700283
1720, 6466855
1721, 5897221
1722, 3538333
1723, 2358888
1724, 3460706
1725, 2076424
1726, 1384282
1733, 234852
1734, 140911
1735, 93941
1741, 31024
1742, 18614
1743, 12409
1753, 58979
1754, 35387
1755, 23591
1756, 10319
1757, 6191
1758, 4127
1765, 18718
1766, 11231
1767, 7487
1768, 7234
1769, 4340
1770, 2893
1783, 157648
1784, 94589
1785, 63059
1786, 47843
1787, 28706
1788, 19137
1795, 0
1796, 0
1797, 0
1798, 4632
1799, 2779
1800, 1853
1810, 1102418
1811, 661451
1812, 440967
1813, 219904
1814, 131942
1815, 87962
1816, 37356
1817, 22413
1818, 14942
1819, 15949
1820, 9569
1821, 6379
1834, 4646
1835, 2788
1836, 1858
1846, 2694
1847, 1616
1848, 1077
1849, 5707
1850, 3424
1851, 2283
1873, 165373
1874, 99224
1875, 66149
1876, 395123
1877, 237074
1878, 158049
1897, 20572
1898, 12343
1899, 8229
1911, 944919
1912, 566951
1913, 377967
1915, 364474
1916, 218684
1917, 145789
1918, 111742
1919, 67045
1920, 44697
1924, 74929
1925, 44957
1926, 29971
1939, 12394
1940, 7436
1941, 4958
1942, 151540
1943, 90924
1944, 60616
1945, 205173
1946, 123104
1947, 82069
1966, 5196
1967, 3117
1968, 2078
1972, 1636
1973, 981
1974, 654
1975, 842
1976, 505
1977, 337
1979, 1801
1980, 1081
1981, 720
1983, 20261
1984, 12156
1985, 8104
1986, 136661
1987, 81997
1988, 54664
1992, 11851
1993, 7111
1994, 4740
2027, 130759
2028, 78455
2029, 52303
2043, 14937
2044, 8962
2045, 5975
2046, 80949
2047, 48569
2048, 32379
2052, 793582
2053, 476149
2054, 317433
2061, 260335
2062, 156201
2063, 104134
2082, 50031
2083, 30019
2084, 20012
2085, 12823
2086, 7694
2087, 5129
2100, 148259
2101, 88955
2102, 59303
2103, 20763
2104, 12458
2105, 8305
2106, 8942
2107, 5365
2108, 3577
2110, 9298
2111, 5579
2112, 3719
2113, 1020
2114, 612
2115, 408
2122, 93244
2123, 55946
2124, 37298
2273, 8349
2274, 5009
2275, 3340
2284, 83878
2285, 50327
2286, 33551
