0, 1000000
1, 14488368
2, 8693021
3, 5795347
4, 257787
5, 154672
6, 103115
7, 254096
8, 152458
9, 101638
10, 87761
11, 52657
12, 35104
13, 266154
14, 159692
15, 106461
16, 103402
17, 62041
18, 41361
19, 46672
20, 28003
21, 18669
22, 29483
23, 17690
24, 11793
25, 331490
26, 198894
27, 132596
28, 112460
29, 67476
30, 44984
37, 111091
38, 66654
39, 44436
43, 136822
44, 82093
45, 54729
64, 18405
65, 11043
66, 7362
124, 24080
125, 14448
126, 9632
558, 1605
559, 963
560, 642
600, 8455
601, 5073
602, 3382
1392, 14643
1393, 8786
1394, 5857
1398, 49787
1399, 29872
1400, 19915
1401, 2641
1402, 1585
1403, 1056
1453, 441074
1454, 264644
1455, 176430
1456, 98338
1457, 59003
1458, 39335
1507, 3390046
1508, 2034027
1509, 1356018
1510, 1299232
1511, 779539
1512, 519693
1661, 9701
1662, 5821
1663, 3880
1685, 137
1686, 82
1687, 55
1697, 6234
1698, 3740
1699, 2493
1703, 777
1704, 466
1705, 311
1709, 2324
1710, 1394
1711, 930
1712, 1248
1713, 749
1714, 499
1718, 14875653
1719, 8925392
1720, 5950261
1721, 3844682
1722, 2306809
1723, 1537873
1724, 2727564
1725, 1636538
1726, 1091025
1733, 109517
1734, 65710
1735, 43807
1741, 53657
1742, 32194
1743, 21463
1753, 85871
1754, 51522
1755, 34348
1756, 14259
1757, 8555
1758, 5703
1765, 42865
1766, 25719
1767, 17146
1768, 18796
1769, 11278
1770, 7518
1783, 122525
1784, 73515
1785, 49010
1786, 37183
1787, 22310
1788, 14873
1795, 0
1796, 0
1797, 0
1798, 5364
1799, 3218
1800, 2146
1810, 827894
1811, 496736
1812, 331158
1813, 217835
1814, 130701
1815, 87134
1816, 59369
1817, 35621
1818, 23748
1819, 52696
1820, 31618
1821, 21078
1834, 19459
1835, 11675
1836, 7784
1846, 1986
1847, 1191
1848, 794
1849, 4428
1850, 2657
1851, 1771
1873, 314278
1874, 188567
1875, 125711
1876, 594955
1877, 356973
1878, 237982
1897, 12287
1898, 7372
1899, 4915
1911, 2005298
1912, 1203179
1913, 802119
1915, 645099
1916, 387059
1917, 258040
1918, 198139
1919, 118883
1920, 79256
1924, 34940
1925, 20964
1926, 13976
1939, 5779
1940, 3467
1941, 2312
1942, 356602
1943, 213961
1944, 142641
1945, 61585
1946, 36951
1947, 24634
1966, 36992
1967, 22195
1968, 14797
1972, 3088
1973, 1853
1974, 1235
1975, 1397
1976, 838
1977, 559
1979, 714
1980, 428
1981, 286
1983, 38945
1984, 23367
1985, 15578
1986, 304970
1987, 182982
1988, 121988
1992, 71070
1993, 42642
1994, 28428
2046, 359092
2047, 215455
2048, 143637
2052, 818071
2053, 490842
2054, 327228
2061, 467119
2062, 280271
2063, 186847
2082, 5985
2083, 3591
2084, 2394
2085, 1631
2086, 979
2087, 652
2100, 42892
2101, 25735
2102, 17157
2103, 2864
2104, 1718
2105, 1145
2106, 4315
2107, 2589
2108, 1726
