1000,39995368222690
2000,39985149050195
3000,39960896207612
4000,39933092527335
5000,39897539997364
6000,39823863360830
7000,39775566093841
8000,39738973205934
9000,39698093363597
10000,39329616176388
11000,39039214140022
12000,38597739054927
13000,38330647528802
14000,38046789895835
15000,37820269454621
16000,37597229393185
17000,37407904851014
18000,37072545148048
19000,36912419206529
20000,36722708881674
21000,36503598418601
22000,36060533942663
23000,35945926768814
24000,35844001133602
25000,35722715738514
26000,35603777285439
27000,35505681343735
28000,35339322969284
29000,35313805255560
30000,35252380631302
31000,35135419589233
32000,35086789583734
33000,35055962754309
34000,34933438030011
35000,34730481897569
36000,34550190455021
37000,34492019666576
38000,34383446712103
39000,34308113303989
40000,34220957117152
41000,34162279751762
42000,34138415000629
43000,34100773636542
44000,34071535247754
45000,34042655184995
46000,33989295184929
47000,33925253391349
48000,33809356890316
49000,33788349083281
50000,33748509214940
51000,33697088024925
52000,33661264802969
53000,33564496986309
54000,33544854031198
55000,33528642539133
56000,33497125827255
57000,33484402328123
58000,33465013909221
59000,33454305093534
60000,33432793190015
61000,33404672058073
62000,33290102767736
63000,33263342213832
64000,33225195742905
65000,33143284841895
66000,32972857579994
67000,32932440181821
68000,32901246670621
69000,32869547158386
70000,32849191602715
71000,32825608743454
72000,32789751941984
73000,32770737166251
74000,32737634433519
75000,32728240512208
76000,32665555426946
77000,32656571092549
78000,32634123429148
79000,32627262776402
80000,32607143757358
81000,32588454723409
82000,32570921385609
83000,32558136239058
84000,32532734171709
85000,32522333896299
86000,32501124486014
87000,32301606313185
88000,31855137588301
89000,31748971071225
90000,31733922989442
91000,31685922183827
92000,31606371485895
93000,31568594707596
94000,31531497329183
95000,31511230246156
96000,31485123095442
97000,31464205882780
98000,31453765950533
99000,31447899315296
100000,31433940659798
101000,31409533746627
102000,31382852198206
103000,31365670553383
104000,31352586833798
105000,31317347582724
106000,31301286301605
107000,31261456218618
108000,31244206096286
109000,31235265576381
110000,31212414378146
111000,31196121440478
112000,31185710243028
113000,31181944040932
114000,31179551066650
115000,31142710078489
116000,31116867537384
117000,31109687397026
118000,31091042940342
119000,31086571099190
120000,31029374873638
121000,31025766480502
122000,31025119508282
123000,30991952950800
124000,30982343836834
125000,30976010407807
126000,30948160452796
127000,30940790151603
128000,30908561940486
129000,30899050958255
130000,30881709817170
131000,30865734644420
132000,30856705990348
133000,30837726552153
134000,30832390535493
135000,30824994490198
136000,30811778796689
137000,30777952733364
138000,30765768046847
139000,30752930856353
140000,30738507927926
141000,30725724024097
142000,30721800735476
143000,30690416275321
144000,30683847698939
145000,30667666674373
146000,30635881149739
147000,30614032380331
148000,30603725856720
149000,30589495721146
150000,30575942894022
151000,30573175746132
152000,30569820974869
153000,30490487464988
154000,30473810053026
155000,30468687359822
156000,30454767083049
157000,30432202495117
158000,30422046920049
159000,30412800673717
160000,30405758827103
161000,30397335366643
162000,30394513512539
163000,30378162701170
164000,30375260735195
165000,30371345004099
166000,30362067961824
167000,30357017287450
168000,30343929253572
169000,30264900833574
170000,30024337593286
171000,29993275293131
172000,29980868412131
173000,29970950656844
174000,29964128024127
175000,29958292240385
176000,29953805455904
177000,29943270801903
178000,29907876399123
179000,29904807071199
180000,29901868752279
181000,29900733763541
182000,29857760484813
183000,29856851807790
184000,29855026734545
185000,29815133468382
186000,29807650208380
187000,29806176828121
188000,29802819783527
189000,29800586209512
190000,29795703755903
191000,29782056929425
192000,29777732929937
193000,29776512146034
194000,29775083994770
195000,29773137228092
196000,29732384959474
197000,29713371007167
198000,29701848236172
199000,29697232170410
200000,29690109792621
201000,29675490681566
202000,29672509912148
203000,29660379310471
204000,29654537818171
205000,29647620817337
206000,29647620817337
207000,29646976684240
208000,29645619258548
209000,29645179259645
210000,29639433171080
211000,29638472722940
212000,29631851157948
213000,29629120095249
214000,29626947734212
215000,29624825739884
216000,29623877214055
217000,29619091083610
218000,29613986011175
219000,29613612797412
220000,29609558237077
221000,29607947194554
222000,29605686871121
223000,29593922961307
224000,29590003254413
225000,29583129365867
226000,29578997992511
227000,29576693157438
228000,29569486717275
229000,29565058099526
230000,29560703450619
231000,29553113945627
232000,29549147034478
233000,29546948590868
234000,29534834503615
235000,29515078988680
236000,29512126959095
237000,29510015750408
238000,29500859072945
239000,29491475896847
240000,29486184795954
241000,29475957070724
242000,29470592389990
243000,29466192628286
244000,29454249206895
245000,29441856329574
246000,29438409468560
247000,29428172579299
248000,29402606797388
249000,29393531883723
250000,29393294533774
251000,29366279539550
252000,29364156544965
253000,29360337349212
254000,29357140543506
255000,29354667457370
256000,29352128136736
257000,29347326365842
258000,29327372127230
